Item_Weight,Item_MRP,Item_Type,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_Class
12.35,50.3692,4,2,0,1,1
7.935,51.235,4,1,0,1,4
12.5,51.235,4,2,0,0,4
7.935,51.435,4,1,1,1,4
7.935,51.535,4,2,1,1,4
14.15,51.6982,4,1,2,2,4
14.15,51.7982,4,0,2,1,4
11.65,51.9298,4,2,1,1,2
14.15,52.0982,4,2,0,1,4
11.65,52.3298,4,0,2,1,2
5.325,52.4298,4,1,0,1,2
11.65,52.7298,4,1,2,2,2
19.25,52.7956,4,1,1,1,1
14.15,52.7982,4,2,1,1,4
19.25,52.8956,4,2,0,1,1
11.65,52.9298,4,2,0,1,2
5.325,53.0298,4,1,2,2,2
14.15,53.0982,4,1,1,1,4
5.325,53.2298,4,1,1,1,2
12.5,53.3298,4,1,2,3,2
5.325,53.7298,4,2,0,1,2
14.15,53.9982,4,2,1,1,4
5.325,54.1298,4,2,1,1,2
14.15,54.2982,4,1,0,1,4
12.5,54.3272,4,1,2,3,4
19.25,54.3956,4,1,2,2,1
19.25,54.3956,4,2,1,1,1
12.5,54.4982,4,1,2,3,4
19.25,54.5956,4,1,0,1,1
19.25,54.6956,4,0,2,1,1
12.5,54.7298,4,2,0,0,3
12.5,54.8298,4,1,2,3,2
13.8,54.893,4,1,1,1,1
12.5,54.893,4,1,2,3,1
13.8,54.993,4,2,0,1,1
12.5,54.9956,4,2,0,0,2
12.5,55.0956,4,1,2,3,1
11.6,55.1272,4,1,2,2,4
19.25,55.1956,4,2,1,1,1
11.6,55.3272,4,2,0,1,4
13.8,55.393,4,1,2,2,1
11.6,55.4272,4,0,2,1,4
5.325,55.5298,4,1,2,0,0
11.65,55.5298,4,1,1,1,2
11.65,55.5298,4,1,0,1,2
13.8,55.593,4,0,2,1,1
5.325,55.6298,4,0,2,1,4
19.25,55.7956,4,1,2,0,2
11.6,55.8272,4,1,1,1,4
5.325,55.8298,4,2,1,1,4
11.65,55.8298,4,1,2,0,3
13.8,55.893,4,1,2,0,2
11.65,55.9298,4,2,1,1,2
12.5,55.9298,4,2,0,0,4
13.8,55.993,4,2,1,1,1
11.6,56.1272,4,1,0,1,4
13.5,57.2562,4,2,1,1,4
12.5,57.2562,4,1,2,3,4
12.5,57.4272,4,2,0,0,4
13.8,57.493,4,2,1,1,1
11.6,57.7272,4,2,1,1,4
13.5,57.8562,4,2,0,1,4
13.5,57.8562,4,1,0,1,4
11.6,57.9272,4,2,1,1,4
13.5,57.9562,4,1,2,0,1
13.5,58.0562,4,0,2,1,4
13.8,58.293,4,1,0,1,1
13.5,58.6562,4,1,2,2,4
6.13,59.3536,4,1,0,1,1
6.13,59.4536,4,2,1,1,1
12.5,60.0194,4,2,0,0,2
6.13,60.0536,4,1,2,2,1
6.13,60.1536,4,0,2,1,4
13.5,60.1562,4,2,1,1,4
15.6,60.5194,4,1,0,1,1
6.92,60.5852,4,2,1,1,4
13.5,60.9562,4,1,1,1,4
15.6,61.3194,4,2,0,1,1
6.92,61.4852,4,1,2,2,4
6.13,61.5536,4,2,1,1,1
6.92,61.5852,4,2,0,1,4
6.92,61.5852,4,1,0,1,4
12.5,62.0852,4,1,2,3,4
15.6,62.4194,4,1,2,2,4
6.13,62.4536,4,2,0,1,1
6.92,62.5852,4,0,2,1,4
12.5,62.9194,4,1,2,3,1
15.6,63.0194,4,2,1,1,1
6.13,63.0536,4,1,1,1,1
12.5,63.0536,4,1,2,3,1
15.6,63.1194,4,1,1,1,1
6.92,63.5852,4,2,1,1,4
15.6,63.6194,4,2,1,1,1
15.6,63.7194,4,0,2,1,1
6.92,64.2852,4,1,1,1,4
13.1,73.2354,4,2,1,1,1
13.1,73.8354,4,1,1,1,1
12.5,74.0354,4,2,0,0,1
13.35,74.2012,4,2,1,1,4
12.5,74.2012,4,1,2,3,4
20.7,74.667,4,1,1,1,1
12.5,74.8012,4,2,0,0,4
13.1,75.0354,4,2,0,1,1
13.35,75.1012,4,2,1,1,4
20.7,75.167,4,2,1,1,1
13.35,75.3012,4,0,2,1,4
13.1,75.3354,4,2,1,1,1
20.7,75.567,4,1,2,2,1
13.35,75.7012,4,1,1,1,4
20.7,75.867,4,1,2,0,2
12.5,75.867,4,1,2,3,1
12.5,75.967,4,2,0,0,4
13.1,76.0354,4,1,0,1,1
16.0,76.1986,4,1,1,1,4
16.0,76.1986,4,2,1,1,4
12.5,76.2354,4,1,2,3,1
16.0,76.2986,4,2,0,1,4
20.7,76.367,4,0,2,1,1
13.1,76.6354,4,0,2,1,1
13.35,77.0012,4,1,0,1,4
13.1,77.1354,4,1,2,2,1
20.7,77.267,4,2,1,1,1
13.35,77.5012,4,1,2,2,4
13.35,77.6012,4,1,2,0,4
13.35,77.6012,4,2,0,1,4
20.7,77.667,4,1,0,1,1
16.0,78.3986,4,2,1,1,4
20.7,78.467,4,2,0,1,4
16.0,78.4986,4,1,2,2,4
16.0,79.3986,4,1,0,1,4
12.5,79.4986,4,1,2,3,4
16.0,79.5986,4,0,2,1,4
7.02,82.225,4,0,2,1,4
7.02,82.325,4,2,1,1,4
7.02,82.425,4,1,2,0,1
7.02,82.425,4,1,0,1,4
7.02,82.525,4,2,1,1,4
7.02,82.925,4,2,0,1,4
18.7,83.1566,4,2,1,1,4
12.5,83.225,4,1,2,3,4
18.7,83.3566,4,1,0,1,4
7.02,83.825,4,1,1,1,4
7.02,84.025,4,1,2,2,4
18.7,84.7566,4,0,2,1,4
11.5,84.954,4,1,2,2,4
11.5,84.954,4,2,1,1,4
11.5,85.054,4,1,1,1,4
18.7,85.2566,4,2,1,1,4
18.7,85.3566,4,1,2,2,4
12.5,85.3566,4,1,2,3,4
12.5,85.8856,4,1,2,3,4
8.3,85.9198,4,1,0,1,4
11.35,85.9856,4,1,2,2,4
8.21,86.0198,4,2,0,1,4
11.5,86.054,4,2,1,1,4
11.5,86.054,4,1,0,1,4
11.35,86.1856,4,0,2,1,4
17.6,86.1856,4,2,0,1,1
12.5,86.2198,4,1,2,3,4
18.7,86.2566,4,1,1,1,4
19.85,86.2856,4,1,1,1,4
18.7,86.3566,4,2,0,1,4
19.85,86.4856,4,1,2,2,4
10.395,86.6514,4,0,2,1,4
11.35,86.6856,4,1,2,0,1
17.6,86.6856,4,1,1,1,1
11.35,86.7856,4,1,0,1,4
19.85,86.9856,4,2,1,1,4
8.21,87.0198,4,1,2,2,4
8.3,87.1198,4,1,2,2,4
12.5,87.1856,4,2,0,0,1
8.21,87.3198,4,0,2,1,4
8.3,87.3198,4,1,1,1,4
8.21,87.6198,4,2,1,1,4
11.5,87.654,4,0,2,1,4
8.3,87.7198,4,2,1,1,4
8.3,87.7198,4,2,0,1,4
5.8,87.8172,4,2,1,1,1
8.21,87.8198,4,1,1,1,4
8.3,87.8198,4,1,2,0,4
12.5,87.8198,4,1,2,3,4
11.35,87.9856,4,2,0,1,4
17.6,88.0856,4,2,1,1,1
10.395,88.1514,4,1,1,1,4
17.6,88.1856,4,1,2,2,1
11.5,88.254,4,2,0,1,4
12.5,88.254,4,1,2,3,4
11.35,88.3856,4,2,1,1,4
8.3,88.4198,4,2,1,1,4
8.21,88.5198,4,2,1,1,4
10.395,88.5514,4,1,2,2,4
19.85,88.5856,4,1,0,1,4
5.8,88.6172,4,0,2,1,1
12.5,88.6856,4,2,0,0,1
12.5,88.7172,4,1,2,3,1
8.3,88.7198,4,0,2,1,4
19.85,88.7856,4,0,2,1,4
5.8,88.8172,4,1,0,1,4
12.5,88.9514,4,1,2,3,4
11.35,88.9856,4,2,1,1,4
12.5,88.9856,4,1,2,3,4
12.5,89.1856,4,1,2,3,4
8.21,89.2198,4,1,0,1,4
17.6,89.3856,4,0,2,1,1
17.6,89.3856,4,1,0,1,1
5.8,89.4172,4,1,1,1,1
11.35,89.4856,4,1,1,1,4
19.85,89.4856,4,2,1,1,4
10.395,89.5514,4,2,1,1,4
10.395,89.5514,4,2,0,1,4
12.5,89.5856,4,2,0,0,2
5.8,89.7172,4,1,2,2,1
19.85,89.7856,4,2,0,1,4
17.6,89.8856,4,2,1,1,1
5.8,89.9172,4,2,1,1,1
10.395,90.1514,4,2,1,1,4
10.395,90.1514,4,1,0,1,4
5.8,90.3172,4,2,0,1,1
17.25,91.612,4,1,2,0,4
17.25,91.612,4,2,1,1,4
12.5,91.812,4,2,0,0,4
17.25,92.412,4,1,1,1,4
17.25,92.412,4,2,0,1,4
12.5,92.6436,4,1,2,3,1
20.7,92.7436,4,2,0,1,1
20.7,92.8436,4,1,2,0,2
20.7,92.9436,4,0,2,1,1
17.25,93.412,4,1,0,1,4
17.25,93.512,4,1,2,2,4
20.7,93.8436,4,2,1,1,4
20.7,94.3436,4,1,2,2,1
16.25,94.541,4,2,1,1,1
17.25,94.712,4,2,1,1,4
12.5,94.812,4,1,2,3,4
17.25,94.912,4,0,2,1,4
16.25,94.941,4,1,1,1,1
20.7,94.9436,4,1,0,1,1
20.7,95.0436,4,2,1,1,1
16.25,95.141,4,1,2,2,1
16.25,95.141,4,2,1,1,1
20.7,95.1436,4,1,1,1,1
16.25,95.441,4,1,2,0,2
16.25,95.541,4,1,0,1,1
6.75,95.6752,4,0,2,1,1
6.75,95.6752,4,1,2,2,1
11.85,95.8726,4,1,2,2,1
16.25,96.041,4,0,2,1,1
11.85,96.0726,4,1,1,1,1
12.5,96.0726,4,1,2,3,1
6.905,96.1726,4,1,0,1,4
6.905,96.3726,4,2,1,1,4
6.75,96.3752,4,2,1,1,1
11.85,96.4726,4,2,0,1,1
6.905,96.6726,4,1,2,2,4
6.905,96.7726,4,0,2,1,4
6.75,96.7752,4,1,0,1,4
6.75,96.8752,4,1,1,1,1
11.85,96.9726,4,2,1,1,1
6.75,96.9752,4,2,1,1,1
6.905,97.2726,4,1,2,0,4
11.85,97.2726,4,0,2,1,1
6.75,97.2752,4,2,0,1,1
6.75,97.3752,4,1,2,0,2
18.75,97.4042,4,1,0,1,4
12.5,97.5726,4,1,2,3,4
18.75,97.6042,4,0,2,1,4
12.5,97.7752,4,2,0,0,2
12.5,97.8752,4,1,2,3,1
18.75,97.9042,4,2,1,1,4
11.85,98.0726,4,2,1,1,1
11.85,98.0726,4,1,0,1,1
12.5,98.141,4,1,2,3,1
6.905,98.1726,4,1,1,1,4
12.5,98.3042,4,2,0,0,4
16.25,98.341,4,2,0,1,1
12.5,98.441,4,2,0,0,2
12.5,98.7042,4,1,2,3,4
18.75,99.0042,4,1,1,1,4
18.75,99.1042,4,2,1,1,4
18.75,99.3042,4,2,0,1,4
6.905,99.6726,4,2,0,1,4
11.85,99.6726,4,1,2,0,0
6.905,99.8726,4,2,1,1,4
18.75,100.4042,4,1,2,2,4
7.785,102.5306,4,1,2,2,2
7.785,103.0306,4,0,2,1,2
7.785,103.1306,4,2,1,1,2
12.5,103.6306,4,1,2,3,4
7.785,104.4306,4,1,0,1,4
7.785,104.7306,4,2,1,1,2
7.785,105.6306,4,1,1,1,2
7.785,105.6306,4,2,0,1,2
12.5,105.9306,4,2,0,0,0
18.25,108.557,4,2,1,1,2
18.25,108.657,4,2,1,1,2
20.1,108.7228,4,2,1,1,1
20.1,108.9228,4,1,2,2,1
18.25,108.957,4,1,1,1,2
12.5,109.157,4,1,2,3,2
16.7,109.1886,4,1,2,0,4
12.5,109.2886,4,1,2,3,4
12.5,109.4886,4,2,0,0,4
12.5,109.5228,4,1,2,3,1
16.7,109.5886,4,1,2,2,4
20.1,109.6228,4,1,2,0,1
18.25,110.157,4,1,2,2,2
16.7,110.1886,4,1,0,1,4
16.7,110.2886,4,0,2,1,4
16.7,110.2886,4,2,1,1,4
20.1,110.3228,4,2,0,1,1
12.5,110.3228,4,2,0,0,1
18.25,110.357,4,0,2,1,2
20.1,110.4228,4,1,1,1,1
16.7,110.5886,4,2,0,1,4
20.1,110.7228,4,2,1,1,1
18.25,110.857,4,1,0,1,2
16.7,110.8886,4,2,1,1,4
20.1,111.3228,4,0,2,1,1
20.1,111.5228,4,1,0,1,1
18.25,111.657,4,2,0,1,2
8.05,112.1518,4,2,0,1,2
8.05,112.2518,4,0,2,1,2
5.75,112.8176,4,0,2,1,1
5.75,112.8176,4,1,2,2,4
12.5,112.9176,4,1,2,3,1
16.7,113.1886,4,1,1,1,4
8.05,113.2518,4,2,1,1,2
12.5,113.2518,4,1,2,3,2
5.75,114.1176,4,2,1,1,1
8.05,114.2518,4,1,1,1,2
8.05,114.2518,4,1,2,2,2
8.05,114.3518,4,2,1,1,2
5.75,114.7176,4,1,1,1,1
5.75,115.3176,4,2,0,1,1
5.75,115.3176,4,1,0,1,1
8.05,115.5518,4,1,0,1,2
5.75,116.3176,4,2,1,1,1
7.89,117.1782,4,0,2,1,4
16.7,117.2782,4,2,1,1,4
13.1,117.3782,4,2,0,1,4
16.7,117.3782,4,2,0,1,4
7.89,117.4782,4,2,1,1,4
13.1,117.4782,4,0,2,1,4
12.5,117.5782,4,1,2,3,4
7.89,117.7782,4,2,0,1,4
13.1,117.7782,4,1,1,1,4
13.1,117.8782,4,2,1,1,4
18.85,118.044,4,1,1,1,4
13.1,118.6782,4,1,2,2,4
16.7,118.6782,4,1,2,2,4
18.85,119.044,4,2,1,1,4
18.85,119.044,4,2,0,1,4
12.5,119.0782,4,1,2,3,4
10.695,119.244,4,0,2,1,1
13.1,119.2782,4,1,0,1,4
7.89,119.5782,4,1,1,1,4
7.89,119.6782,4,1,2,2,4
7.71,119.7756,4,1,1,1,4
12.5,119.944,4,2,0,0,0
10.695,120.144,4,1,0,1,1
13.1,120.1782,4,2,1,1,4
12.5,120.1782,4,2,0,0,1
12.5,120.1782,4,2,0,0,4
16.7,120.2782,4,2,1,1,4
10.695,120.344,4,1,1,1,1
10.695,120.344,4,2,1,1,1
18.85,120.344,4,1,0,1,4
7.71,120.3756,4,2,1,1,4
16.7,120.3782,4,1,2,0,1
16.7,120.3782,4,1,1,1,4
10.695,120.444,4,2,1,1,1
7.89,120.4782,4,1,0,1,4
18.85,120.644,4,2,1,1,4
12.5,120.6782,4,2,0,0,4
12.5,120.744,4,1,2,3,1
16.7,120.7782,4,1,0,1,4
12.5,120.8782,4,1,2,3,4
18.85,120.944,4,0,2,1,4
12.5,120.944,4,1,2,3,4
18.85,121.044,4,1,2,2,4
7.71,121.0756,4,1,0,1,4
7.89,121.0782,4,2,1,1,4
10.695,121.144,4,2,0,1,1
14.3,121.173,4,1,2,2,1
16.7,121.1782,4,0,2,1,4
12.5,121.4756,4,2,0,0,1
7.71,121.5756,4,0,2,1,4
10.695,121.644,4,1,2,0,0
10.895,121.673,4,2,1,1,4
10.895,121.773,4,1,2,0,4
10.695,121.844,4,1,2,2,1
10.895,121.873,4,1,0,1,4
14.3,121.973,4,0,2,1,1
14.3,122.173,4,2,1,1,1
14.3,122.373,4,2,0,1,1
7.71,122.3756,4,1,2,2,4
14.3,122.473,4,2,1,1,1
7.71,122.4756,4,2,1,1,4
7.71,122.4756,4,2,0,1,4
12.5,122.573,4,1,2,3,1
10.895,122.873,4,1,1,1,4
10.895,122.973,4,0,2,1,4
10.895,122.973,4,1,2,2,4
10.895,123.073,4,2,0,1,4
12.5,123.1756,4,1,2,3,4
14.3,123.273,4,1,1,1,1
4.805,123.9704,4,2,1,1,4
10.895,124.173,4,2,1,1,4
14.3,124.173,4,1,2,0,4
12.5,124.3704,4,1,2,3,4
14.3,124.373,4,1,0,1,1
4.805,124.5704,4,1,0,1,4
12.5,124.873,4,1,2,3,4
4.805,125.5704,4,2,0,1,4
4.805,125.8704,4,1,1,1,4
4.805,126.2704,4,1,2,2,4
12.5,126.2704,4,2,0,0,4
4.805,126.7704,4,0,2,1,4
4.805,127.0704,4,2,1,1,4
16.0,140.3154,4,1,2,2,1
16.0,141.3154,4,1,0,1,1
7.075,141.8128,4,1,2,0,1
16.0,141.9154,4,2,1,1,4
7.075,142.0128,4,1,1,1,4
7.075,142.2128,4,2,0,1,4
16.0,142.4154,4,1,1,1,1
7.075,142.7128,4,1,2,2,4
12.5,142.9154,4,2,0,0,2
7.075,143.0128,4,1,0,1,4
14.0,143.0786,4,0,2,1,4
12.5,143.1786,4,2,0,0,4
16.0,143.2154,4,2,1,1,1
16.0,143.2154,4,2,0,1,1
16.0,143.4154,4,0,2,1,1
14.0,143.4786,4,2,0,1,4
12.5,143.5786,4,1,2,3,4
12.5,143.8154,4,1,2,3,1
14.0,143.8786,4,2,1,1,4
14.0,143.9786,4,1,2,2,4
18.5,144.1102,4,2,0,1,4
17.5,144.2102,4,2,1,1,4
18.5,144.2102,4,2,1,1,4
17.5,144.6102,4,1,2,2,4
17.5,144.8102,4,1,2,0,4
14.0,144.8786,4,1,2,0,4
18.5,144.9102,4,0,2,1,4
12.5,145.0128,4,2,0,0,1
16.1,145.076,4,1,0,1,4
12.5,145.1128,4,1,2,3,4
16.1,145.176,4,0,2,1,4
7.075,145.3128,4,2,1,1,4
14.0,145.4786,4,1,0,1,4
17.5,145.5102,4,1,1,1,4
18.5,145.6102,4,1,1,1,4
18.5,145.6102,4,1,2,2,4
17.5,145.7102,4,2,0,1,4
17.5,145.8102,4,1,0,1,4
18.5,145.8102,4,1,2,0,1
7.075,145.8128,4,0,2,1,4
7.075,145.8128,4,2,1,1,4
17.5,145.9102,4,2,1,1,4
16.1,146.176,4,2,1,1,4
18.5,146.3102,4,1,0,1,4
14.0,146.3786,4,1,1,1,4
14.0,146.3786,4,2,1,1,4
16.1,146.476,4,1,1,1,4
12.5,146.7102,4,1,2,3,4
12.5,146.8102,4,1,2,3,4
18.5,147.1102,4,2,1,1,4
16.1,147.176,4,2,1,1,4
12.5,147.176,4,2,0,0,1
16.1,147.876,4,1,2,2,4
12.5,147.876,4,1,2,3,4
9.27,147.905,4,1,0,1,4
9.27,148.005,4,1,2,2,4
16.1,148.076,4,2,0,1,4
9.27,148.105,4,1,2,0,1
11.15,149.5708,4,1,2,2,4
12.5,149.605,4,2,0,0,1
11.15,149.9708,4,1,1,1,4
9.27,150.105,4,2,1,1,4
9.27,150.105,4,2,1,1,4
11.15,150.4708,4,0,2,1,4
9.27,150.605,4,1,1,1,4
11.15,150.6708,4,2,1,1,4
9.27,150.805,4,0,2,1,4
9.27,150.805,4,2,0,1,4
12.5,150.805,4,1,2,3,4
12.5,150.8708,4,2,0,0,4
11.15,151.2708,4,2,1,1,4
8.93,151.434,4,1,2,2,4
18.35,151.834,4,2,1,1,4
11.15,151.8708,4,2,0,1,4
18.35,151.934,4,0,2,1,4
12.5,152.034,4,2,0,0,4
12.5,152.134,4,2,0,0,4
8.93,152.234,4,1,1,1,4
8.93,152.234,4,1,0,1,4
18.35,152.234,4,1,1,1,4
12.5,152.234,4,1,2,3,4
11.15,152.2708,4,1,0,1,4
12.5,152.2708,4,1,2,3,4
8.93,152.334,4,2,1,1,4
8.93,152.334,4,2,1,1,4
18.35,152.334,4,1,0,1,4
12.5,152.334,4,1,2,3,4
14.5,152.4998,4,1,1,1,4
14.5,153.0998,4,2,0,1,4
8.93,153.434,4,0,2,1,4
18.35,153.534,4,1,2,0,4
12.5,153.9998,4,1,2,3,4
18.35,154.134,4,2,1,1,4
14.5,154.2998,4,1,2,2,4
14.5,154.2998,4,2,1,1,4
18.25,154.463,4,2,1,1,2
14.5,154.4998,4,0,2,1,4
8.93,154.534,4,2,0,1,4
18.25,154.663,4,1,1,1,2
18.35,154.934,4,2,0,1,4
18.35,155.034,4,1,2,2,4
7.285,155.1288,4,1,1,1,4
18.25,155.163,4,0,2,1,2
14.5,155.1998,4,1,2,0,1
14.5,155.4998,4,2,1,1,4
18.1,155.5288,4,1,1,1,2
18.1,155.6288,4,2,1,1,2
18.25,155.663,4,1,0,1,2
18.1,155.7288,4,0,2,1,2
14.5,155.7998,4,1,0,1,4
18.25,155.863,4,1,2,2,2
7.285,155.9288,4,2,0,1,4
12.5,155.963,4,1,2,3,2
7.285,156.3288,4,1,0,1,4
18.25,156.463,4,2,1,1,2
7.285,156.5288,4,2,1,1,4
18.1,156.5288,4,2,1,1,2
12.5,156.5288,4,1,2,3,4
18.1,156.7288,4,1,2,0,3
7.285,156.9288,4,0,2,1,4
7.285,156.9288,4,1,2,2,4
18.25,157.163,4,2,0,1,2
7.285,157.4288,4,2,1,1,4
12.5,157.5288,4,1,2,3,2
12.5,157.863,4,2,0,0,3
18.1,158.1288,4,1,0,1,2
12.5,158.3288,4,2,0,0,1
18.1,158.6288,4,2,0,1,2
18.1,158.9288,4,1,2,2,2
12.1,162.4526,4,0,2,1,4
12.5,163.4526,4,1,2,3,4
12.1,163.5526,4,2,0,1,4
12.1,164.6526,4,1,2,0,4
12.1,164.9526,4,2,1,1,4
13.1,165.1158,4,1,2,2,1
12.5,165.1158,4,1,2,3,1
12.1,165.3526,4,1,0,1,4
13.1,165.7158,4,2,0,1,1
12.1,165.9526,4,1,2,2,4
12.1,165.9526,4,2,1,1,4
12.1,166.0526,4,1,1,1,4
13.1,166.1158,4,1,1,1,1
13.1,167.2158,4,0,2,1,1
13.1,167.5158,4,2,1,1,1
13.1,168.1158,4,2,1,1,1
13.1,168.4158,4,1,0,1,1
12.5,168.4158,4,2,0,0,1
16.75,169.4106,4,2,1,1,4
16.75,169.8106,4,0,2,1,4
17.25,170.2764,4,0,2,1,4
17.25,170.3764,4,1,2,0,1
16.75,170.4106,4,1,2,2,4
17.6,170.4422,4,2,0,1,4
12.5,170.7106,4,1,2,3,4
17.6,170.7422,4,1,0,1,4
17.6,170.8422,4,2,1,1,4
17.25,171.0764,4,2,0,1,4
17.25,171.1764,4,1,0,1,4
12.5,171.3422,4,2,0,0,4
17.25,171.5764,4,2,1,1,4
17.6,171.6422,4,0,2,1,4
16.75,171.9106,4,1,1,1,4
16.75,172.4106,4,2,1,1,4
16.75,172.5106,4,2,0,1,4
12.5,172.6764,4,1,2,3,4
16.75,173.0106,4,1,0,1,4
17.25,173.1764,4,1,2,2,4
17.25,173.3764,4,2,1,1,4
17.25,173.4764,4,1,1,1,4
17.6,173.7422,4,1,1,1,4
17.6,174.0422,4,2,1,1,4
12.5,174.0422,4,1,2,3,4
17.6,174.2422,4,1,2,2,4
6.03,175.1028,4,1,0,1,4
12.5,175.3028,4,1,2,3,4
6.03,175.7028,4,2,1,1,4
20.7,175.8028,4,2,0,1,4
20.7,176.2028,4,1,0,1,4
6.03,176.4028,4,2,1,1,4
6.03,176.6028,4,1,2,0,4
6.03,176.7028,4,1,1,1,4
12.5,176.9028,4,2,0,0,4
20.7,177.2028,4,1,2,2,4
6.42,177.3002,4,2,1,1,4
20.7,177.3028,4,2,1,1,4
6.38,177.4344,4,2,0,1,4
12.5,177.6002,4,1,2,3,4
20.7,177.6028,4,1,2,0,1
6.38,177.6344,4,1,1,1,4
6.38,177.7344,4,2,1,1,4
20.7,177.8028,4,1,1,1,4
6.03,177.9028,4,2,0,1,4
6.38,178.0344,4,2,1,1,4
6.42,178.1002,4,1,2,0,1
6.03,178.1028,4,0,2,1,4
6.03,178.1028,4,1,2,2,4
6.42,178.2002,4,2,0,1,4
6.42,178.3002,4,1,2,2,4
20.7,178.3028,4,0,2,1,4
20.7,178.3028,4,2,1,1,4
6.38,178.3344,4,1,2,2,4
6.38,178.5344,4,1,0,1,4
6.42,178.6002,4,1,0,1,4
6.42,178.7002,4,0,2,1,4
12.5,178.7028,4,1,2,3,4
6.42,178.9002,4,2,1,1,4
6.42,179.0002,4,1,1,1,4
12.5,179.1344,4,1,2,3,4
16.1,179.4318,4,1,2,2,4
16.1,179.4318,4,1,0,1,4
6.38,179.5344,4,0,2,1,4
16.1,180.0318,4,2,1,1,4
12.5,180.3002,4,2,0,0,1
12.5,180.4292,4,1,2,3,1
17.7,180.6292,4,2,1,1,1
16.1,180.9318,4,2,1,1,4
16.1,181.1318,4,2,0,1,4
16.1,181.2318,4,1,2,0,1
12.5,181.3318,4,2,0,0,1
17.7,181.4292,4,2,1,1,1
12.5,181.6318,4,1,2,3,4
12.8,181.7608,4,1,1,1,1
16.1,181.9318,4,1,1,1,4
11.35,181.9608,4,1,1,1,4
12.8,181.9608,4,1,2,0,1
16.1,182.1318,4,0,2,1,4
17.7,182.3292,4,1,1,1,1
11.35,182.4608,4,2,1,1,4
11.35,182.4608,4,2,1,1,4
17.7,182.5292,4,0,2,1,4
11.35,182.5608,4,2,0,1,4
12.5,182.6292,4,2,0,0,2
12.8,182.8608,4,2,1,1,1
17.7,183.3292,4,1,0,1,1
12.5,183.3608,4,1,2,3,4
12.8,183.6608,4,2,1,1,1
12.8,183.7608,4,2,0,1,1
17.7,183.8292,4,1,2,2,1
17.7,184.1292,4,1,2,0,2
12.5,184.2608,4,1,2,3,4
17.7,184.3292,4,2,0,1,1
11.35,184.4608,4,1,0,1,4
12.8,184.5608,4,0,2,1,1
12.8,184.5608,4,1,2,2,1
12.8,184.6608,4,1,0,1,1
13.65,184.824,4,2,0,1,1
12.5,185.0608,4,2,0,0,4
11.35,185.1608,4,1,2,2,4
11.35,185.4608,4,0,2,1,4
12.5,185.4608,4,2,0,0,2
13.65,185.824,4,1,1,1,1
13.65,186.024,4,1,2,2,4
13.65,186.024,4,2,1,1,1
13.65,186.724,4,1,0,1,1
12.5,187.324,4,1,2,3,1
13.65,187.624,4,0,2,1,1
13.65,188.024,4,1,2,0,1
10.8,189.9504,4,1,2,2,1
10.8,190.4504,4,1,0,1,1
12.5,190.6504,4,2,0,0,2
20.25,190.7162,4,2,1,1,4
10.8,191.1504,4,2,1,1,1
10.8,191.4504,4,1,2,0,2
20.25,191.5162,4,2,0,1,4
10.8,191.6504,4,0,2,1,1
10.8,192.6504,4,2,1,1,1
20.25,192.8162,4,1,2,2,4
12.5,192.9504,4,1,2,3,1
12.5,193.0794,4,2,0,0,1
10.195,193.1794,4,2,1,1,2
8.575,193.3794,4,0,2,1,1
12.5,193.3794,4,1,2,3,1
10.8,193.4504,4,1,1,1,1
20.25,193.5162,4,1,2,0,4
20.25,193.5162,4,1,1,1,4
20.25,193.5794,4,0,2,1,1
20.25,193.6162,4,2,1,1,4
12.5,193.6162,4,1,2,3,4
10.8,193.7504,4,2,0,1,1
20.25,193.8162,4,0,2,1,4
10.195,194.0794,4,2,0,1,2
20.25,194.1162,4,1,0,1,4
8.575,194.1794,4,2,1,1,1
20.25,194.2794,4,1,0,1,4
10.195,194.5794,4,1,1,1,2
10.195,194.9794,4,2,1,1,2
7.575,195.2768,4,2,0,1,4
7.575,195.3768,4,0,2,1,4
7.575,195.3768,4,1,1,1,4
8.575,195.3794,4,1,0,1,1
8.575,195.5794,4,1,2,2,1
12.5,195.7794,4,1,2,3,1
6.615,195.9426,4,0,2,1,1
8.575,196.0794,4,2,1,1,1
8.575,196.1794,4,2,0,1,1
10.195,196.1794,4,1,0,1,2
20.25,196.1794,4,1,2,2,1
8.575,196.2794,4,1,2,0,1
10.195,196.2794,4,0,2,1,2
20.25,196.2794,4,2,0,1,1
6.615,196.3426,4,1,2,0,2
20.25,196.3794,4,1,1,1,1
7.575,196.4768,4,1,2,2,4
12.5,196.4794,4,1,2,3,4
7.575,196.5768,4,2,1,1,4
8.575,196.5794,4,1,1,1,1
12.5,196.7768,4,1,2,3,4
10.195,196.7794,4,1,2,2,4
20.25,196.7794,4,2,1,1,1
7.575,196.8768,4,1,0,1,4
12.5,196.8794,4,2,0,0,0
20.25,197.0794,4,2,1,1,1
12.5,197.6426,4,1,2,3,1
6.615,197.7426,4,1,0,1,1
7.575,197.7768,4,1,2,0,1
6.615,197.8426,4,2,0,1,1
7.575,198.1768,4,2,1,1,4
6.615,198.4426,4,2,1,1,1
6.615,198.7426,4,1,1,1,1
6.615,199.2426,4,1,2,2,1
6.615,199.4426,4,2,1,1,1
7.405,205.7296,4,1,1,1,4
7.405,206.4296,4,2,0,1,2
